,order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1023,1477584,275689,Cafe Habana,Mexican,16.98,Weekday,4,23,30.0
1024,1477916,121706,Blue Ribbon Fried Chicken,American,13.0,Weekend,Not given,24,30.0
1025,1476561,115213,Tamarind TriBeCa,Indian,13.24,Weekend,Not given,23,30.0
1026,1477072,113507,Parm,Italian,29.39,Weekday,Not given,26,30.0
1027,1476755,331143,Waverly Diner,American,11.59,Weekend,Not given,25,22.0
1028,1478293,84045,Barbounia,Mediterranean,12.13,Weekend,Not given,26,26.0
1029,1477142,87151,Rubirosa,Italian,24.2,Weekend,4,23,26.0
1030,1477494,300003,Crema Restaurante,Mexican,15.86,Weekend,Not given,31,30.0
1031,1477176,260680,Tamarind TriBeCa,Indian,12.95,Weekday,3,27,24.0
1032,1478383,121905,Shake Shack,American,15.86,Weekend,3,34,20.0
1033,1476917,58675,Big Daddy's,American,14.84,Weekend,5,32,22.0
1034,1478082,103005,Yama Japanese Restaurant,Japanese,5.77,Weekend,Not given,34,21.0
1035,1477502,367076,Sushi of Gari 46,Japanese,22.8,Weekend,Not given,30,25.0
1036,1477734,81658,The Meatball Shop,Italian,29.25,Weekday,5,35,29.0
1037,1477151,97991,Blue Ribbon Sushi Bar & Grill,Japanese,22.36,Weekend,4,25,18.0
1038,1478333,93437,Sushi of Gari 46,Japanese,22.26,Weekend,5,27,26.0
1039,1477013,52832,Donburi-ya,Japanese,8.01,Weekday,5,30,30.0
1040,1476949,14869,Pepe Rosso To Go,Italian,16.3,Weekend,Not given,23,30.0
1041,1477779,39275,TAO,Japanese,31.43,Weekend,Not given,34,20.0
1042,1478131,395616,Parm,Italian,12.13,Weekend,3,23,15.0
1043,1477769,129798,TAO,Japanese,8.05,Weekday,Not given,26,31.0
1044,1478099,97255,Parm,Italian,19.4,Weekday,Not given,24,28.0
1045,1476810,95164,Amma,Indian,19.35,Weekend,Not given,30,16.0
1046,1477279,35432,TAO,Japanese,16.15,Weekend,3,24,22.0
1047,1478309,127130,Momoya,Japanese,16.05,Weekday,4,34,33.0
1048,1477368,132137,Parm,Italian,24.25,Weekend,4,34,21.0
1049,1477409,146588,Shake Shack,American,9.07,Weekday,3,35,26.0
1050,1477506,283831,Blue Ribbon Sushi Bar & Grill,Japanese,13.05,Weekday,5,22,28.0
1051,1476888,342107,Shake Shack,American,12.13,Weekday,5,25,30.0
1052,1477579,349854,Shake Shack,American,24.35,Weekday,5,34,26.0
1053,1477977,43856,Han Dynasty,Chinese,16.01,Weekend,5,30,16.0
1054,1478336,138426,Tony's Di Napoli,Italian,5.82,Weekend,5,26,26.0
1055,1477649,106478,Cafe Mogador,Middle Eastern,16.15,Weekend,5,29,27.0
1056,1477108,47280,Blue Ribbon Sushi,Japanese,29.68,Weekend,3,26,30.0
1057,1477947,78560,The Meatball Shop,Italian,12.18,Weekend,3,27,20.0
1058,1477488,344586,Sushi of Gari 46,Japanese,12.56,Weekend,4,20,22.0
1059,1477236,1311,Chipotle Mexican Grill $1.99 Delivery,Mexican,16.1,Weekend,Not given,22,26.0
1060,1478392,77511,Parm,Italian,21.93,Weekend,4,22,25.0
1061,1476940,197633,Sushi of Gari 46,Japanese,5.77,Weekday,4,32,24.0
1062,1477671,393765,Nobu Next Door,Japanese,6.02,Weekend,5,33,24.0
1063,1476742,92096,Aurora,Italian,6.74,Weekday,Not given,30,26.0
1064,1478177,80683,Blue Ribbon Sushi,Japanese,11.59,Weekend,4,22,18.0
1065,1477035,141496,Dickson's Farmstand Meats,American,33.03,Weekend,5,35,20.0
1066,1477923,75115,RedFarm Hudson,Chinese,33.03,Weekend,3,32,19.0
1067,1478054,170221,Shake Shack,American,5.72,Weekend,Not given,24,19.0
1068,1477590,145952,Blue Ribbon Sushi,Japanese,29.15,Weekday,Not given,26,24.0
1069,1477984,353676,indikitch,Indian,14.07,Weekend,4,20,30.0
1070,1476828,52832,Donburi-ya,Japanese,6.64,Weekday,Not given,21,29.0
1071,1477234,91817,Melt Shop,American,9.6,Weekend,5,30,16.0
1072,1477829,164529,Blue Ribbon Sushi,Japanese,9.32,Weekend,4,32,18.0
1073,1477191,93797,ilili Restaurant,Middle Eastern,25.22,Weekday,5,25,33.0
1074,1477509,382076,Shake Shack,American,16.93,Weekend,Not given,25,26.0
1075,1477950,301032,Blue Ribbon Fried Chicken,American,16.44,Weekend,4,24,16.0
1076,1476679,241719,Blue Ribbon Sushi Izakaya,Japanese,14.41,Weekend,5,22,20.0
1077,1478388,285143,Pepe Rosso To Go,Italian,12.13,Weekend,4,25,18.0
1078,1478078,54608,Tamarind TriBeCa,Indian,22.26,Weekend,5,34,15.0
1079,1477443,105903,Shake Shack,American,24.3,Weekday,4,35,29.0
1080,1477272,143984,The Smile,American,12.27,Weekday,Not given,32,24.0
1081,1476868,122609,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekend,Not given,33,23.0
1082,1478432,331143,Waverly Diner,American,14.6,Weekday,3,20,32.0
1083,1476988,94115,Moonstruck on Second,American,14.94,Weekend,5,27,20.0
1084,1476762,367111,Blue Ribbon Sushi Bar & Grill,Japanese,16.54,Weekend,Not given,27,17.0
1085,1477925,347181,RedFarm Hudson,Chinese,11.64,Weekend,Not given,34,18.0
1086,1478145,42461,Melt Shop,American,11.69,Weekday,4,21,27.0
1087,1477042,209179,RedFarm Broadway,Chinese,6.74,Weekend,Not given,31,27.0
1088,1476834,176622,Cafe Mogador,Middle Eastern,9.22,Weekend,Not given,23,15.0
1089,1477446,88333,The Meatball Shop,American,5.77,Weekend,Not given,33,27.0
1090,1477727,333311,Blue Ribbon Sushi Izakaya,Japanese,21.93,Weekend,Not given,35,26.0
1091,1476812,83287,Shake Shack,American,9.02,Weekday,4,23,27.0
1092,1477948,141550,Serafina Fabulous Pizza,Italian,22.8,Weekday,4,28,31.0
1093,1477739,63096,Rubirosa,Italian,12.51,Weekend,5,21,15.0
1094,1476801,104130,Ravagh Persian Grill,Middle Eastern,14.07,Weekday,5,34,33.0
1095,1477530,64754,The Kati Roll Company,Indian,5.34,Weekend,4,27,18.0
1096,1478140,62730,Westville Hudson,American,29.1,Weekend,Not given,20,24.0
1097,1477398,87357,Five Guys Burgers and Fries,American,6.4,Weekday,5,23,32.0
1098,1477575,367800,Cafe Mogador,Middle Eastern,14.12,Weekend,Not given,24,24.0
1099,1477780,303409,TAO,Japanese,12.18,Weekend,Not given,23,24.0
1100,1477726,268958,Osteria Morini,Italian,19.45,Weekend,Not given,26,29.0
1101,1477703,121681,Momoya,Japanese,11.59,Weekend,5,20,21.0
1102,1476631,57263,Nobu Next Door,Japanese,9.22,Weekend,Not given,29,23.0
1103,1476822,284256,Empanada Mama (closed),Mexican,12.13,Weekend,5,21,22.0
1104,1477869,125854,Shake Shack,American,15.76,Weekend,4,34,27.0
1105,1478245,52832,Junoon,Indian,29.49,Weekend,5,23,17.0
1106,1477250,41409,Nobu Next Door,Japanese,19.35,Weekend,4,28,30.0
1107,1477591,97806,Shake Shack,American,31.43,Weekend,Not given,30,19.0
1108,1477840,35309,Blue Ribbon Sushi,Japanese,19.4,Weekend,5,24,25.0
1109,1477613,186473,Blue Ribbon Sushi,Japanese,11.69,Weekend,Not given,28,29.0
1110,1477129,52832,Han Dynasty,Chinese,19.3,Weekend,Not given,34,21.0
1111,1476670,355970,The Meatball Shop,Italian,7.61,Weekend,3,20,26.0
1112,1478155,5693,The Meatball Shop,Italian,8.3,Weekday,Not given,29,32.0
1113,1477928,70709,RedFarm Hudson,Chinese,25.17,Weekend,Not given,21,17.0
1114,1478233,264707,TAO,Japanese,12.08,Weekday,3,24,26.0
1115,1477622,84087,The Meatball Shop,Italian,12.71,Weekday,5,29,33.0
1116,1478130,114410,The Meatball Shop,Italian,12.18,Weekend,Not given,20,16.0
1117,1477698,60835,Parm,Italian,29.35,Weekend,5,29,17.0
1118,1478080,312853,Five Guys Burgers and Fries,American,25.27,Weekend,5,27,29.0
1119,1477533,236739,Xi'an Famous Foods,Chinese,8.54,Weekend,5,29,30.0
1120,1476729,396481,Han Dynasty,Chinese,29.15,Weekend,Not given,27,15.0
1121,1477980,385150,Blue Ribbon Sushi,Japanese,17.85,Weekend,Not given,28,18.0
1122,1478019,106006,Blue Ribbon Sushi Izakaya,Japanese,16.1,Weekend,3,20,28.0
1123,1477505,399832,The Kati Roll Company,Indian,14.07,Weekend,5,23,20.0
1124,1477204,376578,Shake Shack,American,15.57,Weekday,4,34,25.0
1125,1477988,82041,Parm,Italian,16.44,Weekend,4,23,22.0
1126,1478345,365871,Cafe de La Esquina,Mexican,16.06,Weekend,5,27,21.0
1127,1478413,318689,Olive Garden,Italian,6.74,Weekend,5,23,19.0
1128,1476639,399172,Blue Ribbon Fried Chicken,American,14.07,Weekday,Not given,20,31.0
1129,1477985,325272,Cho Dang Gol,Korean,12.13,Weekend,4,29,16.0
1130,1477198,86449,The Meatball Shop,Italian,8.54,Weekend,3,31,15.0
1131,1476973,101746,Cafeteria,American,11.59,Weekend,Not given,24,19.0
1132,1477961,167738,Jack's Wife Freda,Mediterranean,31.43,Weekend,5,34,20.0
1133,1477092,144851,Benihana,Japanese,16.11,Weekend,Not given,25,29.0
1134,1477866,44706,Blue Ribbon Sushi,Japanese,9.41,Weekend,5,24,18.0
1135,1478041,96456,67 Burger,American,29.05,Weekday,5,20,28.0
1136,1477860,209179,RedFarm Broadway,Chinese,5.87,Weekend,4,27,22.0
1137,1478232,77371,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,4,24,15.0
1138,1477023,99288,Boqueria,Spanish,12.13,Weekday,Not given,33,28.0
1139,1477455,38336,Rubirosa,Italian,16.2,Weekend,4,21,27.0
1140,1477709,110461,Blue Ribbon Sushi,Japanese,5.97,Weekend,3,31,30.0
1141,1477263,291667,Shake Shack,American,12.23,Weekday,5,35,25.0
1142,1477242,63890,Blue Ribbon Sushi,Japanese,14.12,Weekday,5,35,33.0
1143,1476788,310706,Parm,Italian,6.74,Weekday,5,25,30.0
1144,1477783,73895,RedFarm Broadway,Chinese,19.4,Weekend,5,24,25.0
1145,1478231,141732,Blue Ribbon Fried Chicken,American,12.13,Weekend,Not given,35,29.0
1146,1476798,110858,Burger Joint,American,14.16,Weekend,4,28,28.0
1147,1477432,345798,Yama Japanese Restaurant,Japanese,12.13,Weekend,Not given,26,26.0
1148,1478044,354719,Jack's Wife Freda,Mediterranean,31.38,Weekend,Not given,28,18.0
1149,1477789,185355,Sushi Samba,Japanese,22.85,Weekday,5,21,32.0
1150,1477736,361701,Westville Hudson,American,32.93,Weekend,5,30,20.0
1151,1478235,114234,The Meatball Shop,Italian,19.4,Weekend,Not given,20,16.0
1152,1478156,41968,Shake Shack,American,8.1,Weekend,Not given,25,24.0
1153,1478262,48851,Melt Shop,American,9.02,Weekday,Not given,29,24.0
1154,1476554,368663,Shake Shack,American,9.12,Weekend,Not given,31,19.0
1155,1476787,78887,TAO,Japanese,6.69,Weekday,4,26,25.0
1156,1476744,71743,Serafina Fabulous Pizza,Italian,16.88,Weekend,Not given,33,27.0
1157,1476951,331143,Waverly Diner,American,16.3,Weekday,3,28,25.0
1158,1477429,252965,Five Guys Burgers and Fries,American,9.27,Weekend,4,23,25.0
1159,1476986,298794,TAO,Japanese,15.86,Weekend,4,22,17.0
1160,1477441,275689,Blue Ribbon Sushi,Japanese,12.23,Weekend,Not given,20,24.0
1161,1477667,106478,Balthazar Boulangerie,French,12.13,Weekend,5,25,24.0
1162,1476583,62929,Bareburger,American,17.03,Weekend,5,35,21.0
1163,1478030,131093,Bareburger,American,13.77,Weekend,3,33,29.0
1164,1478373,40808,V-Nam Cafe,Vietnamese,6.01,Weekday,3,20,31.0
1165,1477634,387227,Blue Ribbon Sushi Bar & Grill,Japanese,29.25,Weekday,Not given,25,29.0
1166,1476591,128224,Blue Ribbon Sushi,Japanese,16.1,Weekend,3,26,17.0
1167,1476704,325285,RedFarm Hudson,Chinese,5.73,Weekday,Not given,25,25.0
1168,1478216,142619,Shake Shack,American,6.07,Weekend,4,28,19.0
1169,1478066,156218,RedFarm Hudson,Chinese,15.23,Weekend,5,31,16.0
1170,1477626,122802,Parm,Italian,9.17,Weekend,Not given,25,17.0
1171,1476861,94700,Tamarind TriBeCa,Indian,29.15,Weekend,3,35,22.0
1172,1476899,335155,Shake Shack,American,29.05,Weekend,4,33,16.0
1173,1478248,113926,Han Dynasty,Chinese,33.03,Weekday,5,35,32.0
1174,1477827,65009,Blue Ribbon Sushi Izakaya,Japanese,8.83,Weekday,5,34,27.0
1175,1477227,373689,Bareburger,American,6.74,Weekend,Not given,26,29.0
1176,1478034,77786,Sushi of Gari Tribeca,Japanese,17.03,Weekend,Not given,23,22.0
1177,1478181,97079,Benihana,Japanese,25.22,Weekday,4,27,27.0
1178,1477489,14869,Tres Carnes,Mexican,9.17,Weekend,4,25,30.0
1179,1476804,113477,Schnipper's Quality Kitchen,American,12.18,Weekend,Not given,31,22.0
1180,1478004,54540,Parm,Italian,12.18,Weekend,Not given,29,16.0
1181,1477650,284835,Shake Shack,American,15.57,Weekend,5,32,17.0
1182,1478069,130521,Lucky's Famous Burgers,American,12.13,Weekday,5,21,30.0
1183,1477175,47235,Blue Ribbon Fried Chicken,American,14.6,Weekend,3,27,27.0
1184,1477943,294478,Sushi of Gari 46,Japanese,11.84,Weekend,Not given,27,24.0
1185,1477467,164005,Sushi of Gari,Japanese,14.07,Weekend,Not given,35,26.0
1186,1477474,357761,Go! Go! Curry!,Japanese,33.03,Weekend,Not given,22,15.0
1187,1477996,82041,Shake Shack,American,8.1,Weekend,5,26,27.0
1188,1477782,275689,Dirty Bird to Go,American,12.18,Weekday,Not given,20,24.0
1189,1477527,120353,Parm,Italian,5.72,Weekend,4,26,27.0
1190,1476837,147468,Nha Trang One,Vietnamese,15.67,Weekday,3,23,24.0
1191,1477686,105837,Nobu Next Door,Japanese,12.18,Weekend,4,29,20.0
1192,1476795,103970,Shake Shack,American,16.2,Weekend,Not given,20,21.0
1193,1477599,60270,Market Table,American,6.79,Weekend,Not given,21,17.0
1194,1477564,378820,Sushi Samba,Japanese,12.61,Weekend,5,29,29.0
1195,1476733,264707,TAO,Japanese,32.93,Weekend,Not given,34,16.0
1196,1477753,65306,Sushi of Gari Tribeca,Japanese,14.79,Weekend,Not given,32,24.0
1197,1476825,143866,Otto Enoteca Pizzeria,Italian,24.2,Weekend,Not given,34,15.0
1198,1478010,49987,Parm,Italian,6.69,Weekend,5,24,28.0
1199,1477113,6987,Hill Country Fried Chicken,Southern,12.23,Weekday,4,20,29.0
1200,1476549,75169,Tamarind TriBeCa,Indian,6.74,Weekend,5,25,26.0
1201,1476676,186473,Blue Ribbon Sushi,Japanese,16.06,Weekday,Not given,34,33.0
1202,1477595,370337,Blue Ribbon Fried Chicken,American,12.23,Weekend,Not given,30,20.0
1203,1477618,184325,Asuka Sushi,Japanese,22.8,Weekend,Not given,30,28.0
1204,1477911,65306,Sushi of Gari Tribeca,Japanese,12.18,Weekend,5,35,19.0
1205,1476630,182252,Five Leaves,American,9.17,Weekend,4,34,23.0
1206,1477546,67162,Shake Shack,American,14.07,Weekday,4,24,28.0
1207,1477320,397261,Blue Ribbon Fried Chicken,American,14.84,Weekend,5,21,25.0
1208,1477084,283051,Shake Shack,American,6.69,Weekday,5,26,32.0
1209,1476726,41907,Hatsuhana,Japanese,14.07,Weekend,Not given,26,17.0
1210,1478427,86806,Pylos,Mediterranean,14.12,Weekday,4,26,24.0
1211,1476743,183520,Blue Ribbon Sushi,Japanese,6.69,Weekend,Not given,35,26.0
1212,1478238,59314,Shake Shack,American,13.58,Weekend,Not given,25,24.0
1213,1476695,68300,Blue Ribbon Fried Chicken,American,33.18,Weekend,Not given,26,20.0
1214,1476573,370405,Haveli Indian Restaurant,Indian,29.1,Weekday,3,23,24.0
1215,1478323,354948,Westville Hudson,American,24.25,Weekend,Not given,25,21.0
1216,1477735,302769,Blue Ribbon Fried Chicken,American,29.05,Weekend,5,29,20.0
1217,1477674,334372,Rubirosa,Italian,6.55,Weekend,Not given,23,15.0
1218,1478006,42781,Blue Ribbon Sushi,Japanese,24.3,Weekday,Not given,21,26.0
1219,1478033,67748,Rubirosa,Italian,19.4,Weekend,4,34,16.0
1220,1478186,302923,Shake Shack,American,20.52,Weekend,3,31,15.0
1221,1477776,115213,Tamarind TriBeCa,Indian,29.39,Weekend,5,30,25.0
1222,1478312,398952,Han Dynasty,Chinese,13.78,Weekend,5,27,20.0
1223,1477757,60688,Shake Shack,American,14.12,Weekend,Not given,29,30.0
1224,1477291,198194,The Kati Roll Company,Indian,19.4,Weekday,5,24,30.0
1225,1478168,78879,Blue Ribbon Fried Chicken,American,19.4,Weekend,4,33,21.0
1226,1477269,255697,Sushi Samba,Japanese,6.84,Weekend,5,27,20.0
1227,1477896,42052,Pepe Rosso To Go,Italian,22.8,Weekend,5,35,24.0
1228,1477507,146588,Shake Shack,American,19.4,Weekend,5,33,27.0
1229,1478271,347181,RedFarm Hudson,Chinese,14.12,Weekend,5,21,24.0
1230,1477853,115213,Junoon,Indian,28.62,Weekday,5,21,32.0
1231,1477001,318451,Blue Ribbon Sushi,Japanese,29.25,Weekend,Not given,22,27.0
1232,1476948,86421,Vanessa's Dumpling House,Chinese,9.65,Weekend,5,20,22.0
1233,1478347,251817,Blue Ribbon Fried Chicken,American,15.71,Weekend,3,27,25.0
1234,1478098,132906,Sushi of Gari 46,Japanese,12.13,Weekday,Not given,20,33.0
1235,1477457,92806,Shake Shack,American,15.18,Weekday,5,30,33.0
1236,1477393,79849,Parm,Italian,22.36,Weekend,4,21,30.0
1237,1476956,55220,Saravanaa Bhavan,Indian,12.13,Weekday,Not given,32,26.0
1238,1477653,142619,Shake Shack,American,12.13,Weekend,5,26,26.0
1239,1477261,76938,Sushi of Gari,Japanese,31.43,Weekend,Not given,21,27.0
1240,1478127,78879,Blue Ribbon Fried Chicken,American,20.18,Weekend,3,22,20.0
1241,1476556,301380,ilili Restaurant,Middle Eastern,16.3,Weekend,4,27,16.0
1242,1477280,377274,RedFarm Broadway,Chinese,14.07,Weekend,3,34,17.0
1243,1477968,350083,Sushi of Gari,Japanese,6.69,Weekend,4,22,16.0
1244,1476784,105385,Han Dynasty,Chinese,24.2,Weekend,5,23,15.0
1245,1478255,382076,Shake Shack,American,6.69,Weekday,Not given,20,29.0
1246,1478224,74048,ilili Restaurant,Middle Eastern,9.56,Weekend,Not given,27,27.0
1247,1476672,105385,Han Dynasty,Chinese,8.54,Weekend,4,31,15.0
1248,1478240,44367,Rubirosa,Italian,24.2,Weekend,4,34,16.0
1249,1477864,81166,Dos Caminos,Mexican,8.1,Weekday,Not given,23,26.0
1250,1476869,241356,Blue Ribbon Fried Chicken,American,19.35,Weekday,Not given,35,24.0
1251,1476886,320088,Cafe Mogador,Middle Eastern,13.68,Weekend,4,29,18.0
1252,1478101,105068,TAO,Japanese,13.97,Weekend,5,28,25.0
1253,1476712,385150,Blue Ribbon Sushi,Japanese,9.75,Weekday,5,27,27.0
1254,1477083,308517,Tamarind TriBeCa,Indian,6.74,Weekend,4,20,17.0
1255,1478164,138024,Cho Dang Gol,Korean,11.84,Weekend,5,25,16.0
1256,1477390,199049,Five Guys Burgers and Fries,American,16.05,Weekend,4,29,18.0
1257,1478273,65009,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekend,Not given,21,23.0
1258,1476900,240014,Sarabeth's,American,32.93,Weekday,4,33,33.0
1259,1477060,94152,Empanada Mama (closed),Mexican,14.21,Weekend,Not given,27,25.0
1260,1477697,362685,Momoya,Japanese,29.1,Weekday,4,21,29.0
1261,1477833,27609,Shake Shack,American,15.57,Weekday,Not given,28,30.0
1262,1477295,140530,Sushi of Gari 46,Japanese,12.13,Weekend,Not given,25,29.0
1263,1476655,91817,Blue Ribbon Fried Chicken,American,29.15,Weekend,4,31,17.0
1264,1477585,350410,Burger Joint,American,11.98,Weekend,Not given,20,17.0
1265,1478175,349676,Sarabeth's,American,29.3,Weekend,5,23,17.0
1266,1477982,39421,Go! Go! Curry!,Japanese,14.02,Weekday,4,22,27.0
1267,1476697,46219,The Meatball Shop,American,32.93,Weekend,3,35,16.0
1268,1477053,398489,Five Guys Burgers and Fries,American,14.07,Weekday,Not given,24,26.0
1269,1477152,92364,Sushi of Gari 46,Japanese,25.17,Weekend,Not given,29,27.0
1270,1478308,358158,Galli Restaurant,Italian,16.06,Weekend,5,22,16.0
1271,1478028,44594,Shake Shack,American,24.25,Weekend,5,31,28.0
1272,1477555,361497,V-Nam Cafe,Vietnamese,12.13,Weekend,4,20,26.0
1273,1478137,209418,Izakaya Ten,Japanese,13.05,Weekend,3,34,23.0
1274,1477803,165110,Room Service,Thai,12.23,Weekend,Not given,35,16.0
1275,1476771,365225,P.J. Clarke's,American,12.18,Weekday,5,30,24.0
1276,1478362,134152,The Meatball Shop,Italian,29.1,Weekday,5,22,33.0
1277,1476722,328551,Kanoyama,Japanese,12.81,Weekend,5,23,24.0
1278,1477503,99621,Westville Hudson,American,24.3,Weekend,Not given,32,15.0
1279,1478126,113972,Parm,Italian,14.79,Weekend,Not given,33,29.0
1280,1478076,96800,Sarabeth's East,American,29.3,Weekend,Not given,27,20.0
1281,1477350,59095,Blue Ribbon Fried Chicken,American,8.93,Weekday,5,34,30.0
1282,1478111,366954,Blue Ribbon Sushi,Japanese,12.23,Weekend,4,29,22.0
1283,1477976,69348,RedFarm Broadway,Chinese,16.1,Weekend,5,21,27.0
1284,1477439,113926,Five Guys Burgers and Fries,American,12.08,Weekday,Not given,28,27.0
1285,1477469,96943,Cafe Mogador,Middle Eastern,24.25,Weekend,Not given,26,22.0
1286,1478314,338599,Yama Japanese Restaurant,Japanese,12.18,Weekday,Not given,30,25.0
1287,1476641,57943,brgr,American,14.07,Weekend,Not given,26,24.0
1288,1478194,67937,Shake Shack,American,15.52,Weekend,5,22,17.0
1289,1477293,316402,The Meatball Shop,American,12.13,Weekend,Not given,23,23.0
1290,1477884,348096,Parm,Italian,29.44,Weekend,4,33,24.0
1291,1477351,150577,Sushi of Gari Tribeca,Japanese,8.63,Weekend,5,33,17.0
1292,1476907,87006,Nobu Next Door,Japanese,5.67,Weekday,5,33,25.0
1293,1477817,335897,Sushi of Gari 46,Japanese,12.18,Weekday,4,24,27.0
1294,1477408,125542,Hampton Chutney Co.,Thai,12.37,Weekend,4,21,20.0
1295,1477953,39334,The Meatball Shop,American,19.35,Weekend,4,31,25.0
1296,1477924,288808,The Meatball Shop,Italian,32.98,Weekday,5,26,27.0
1297,1477995,140477,Momoya,Japanese,8.1,Weekend,Not given,32,27.0
1298,1476709,105837,Nobu Next Door,Japanese,11.11,Weekend,Not given,25,30.0
1299,1478188,99288,The Meatball Shop,American,12.56,Weekend,Not given,28,22.0
1300,1477153,120353,Parm,Italian,25.27,Weekday,Not given,27,27.0
1301,1477802,85091,The Meatball Shop,Italian,12.13,Weekend,4,21,25.0
1302,1477715,217363,Jack's Wife Freda,Mediterranean,9.41,Weekend,5,28,15.0
1303,1478263,201535,Blue Ribbon Fried Chicken,American,9.51,Weekday,Not given,30,29.0
1304,1477669,260844,Byblos Restaurant,Middle Eastern,25.27,Weekend,3,33,16.0
1305,1478187,111411,Blue Ribbon Sushi,Japanese,12.56,Weekend,Not given,32,20.0
1306,1476559,47440,Bareburger,American,15.57,Weekday,4,24,28.0
1307,1477464,320187,TAO,Japanese,19.35,Weekend,Not given,34,22.0
1308,1477143,165695,The Smile,American,29.1,Weekend,Not given,22,16.0
1309,1476683,263075,Burger Joint,American,12.23,Weekday,Not given,21,27.0
1310,1477358,83287,Boqueria,Spanish,14.5,Weekend,Not given,35,29.0
1311,1478149,303548,Shake Shack,American,25.22,Weekend,3,27,25.0
1312,1477761,123977,Blue Ribbon Sushi,Japanese,24.35,Weekend,5,33,22.0
1313,1478311,326505,Blue Ribbon Fried Chicken,American,21.29,Weekend,5,28,29.0
1314,1477956,177078,Lantern Thai Kitchen,Thai,9.46,Weekend,5,29,19.0
1315,1476925,354719,The Meatball Shop,Italian,14.02,Weekday,5,32,32.0
1316,1476950,270444,P.J. Clarke's,American,15.96,Weekend,Not given,27,18.0
1317,1477363,51675,Blue Ribbon Sushi,Japanese,19.4,Weekday,Not given,24,24.0
1318,1476832,385191,Donburi-ya,Japanese,12.37,Weekend,5,24,17.0
1319,1476681,68258,Parm,Italian,12.13,Weekday,4,23,31.0
1320,1478100,62667,Balthazar Boulangerie,French,21.93,Weekend,Not given,31,20.0
1321,1478218,209418,Izakaya Ten,Japanese,6.02,Weekend,Not given,24,19.0
1322,1477655,96666,Empanada Mama (closed),Mexican,19.35,Weekend,5,29,22.0
1323,1477553,52037,L'Express,French,22.02,Weekday,Not given,21,27.0
1324,1477957,285937,TAO,Japanese,8.0,Weekday,4,28,24.0
1325,1476692,175327,Nobu Next Door,Japanese,29.1,Weekday,3,35,27.0
1326,1478172,125123,Sushi Samba,Japanese,12.95,Weekend,Not given,21,21.0
1327,1476836,68551,Blue Ribbon Sushi Bar & Grill,Japanese,16.1,Weekend,Not given,27,27.0
1328,1477009,396815,Blue Ribbon Fried Chicken,American,5.73,Weekend,Not given,34,16.0
1329,1477510,231061,Han Dynasty,Chinese,8.1,Weekend,5,23,26.0
1330,1477954,130237,Tamarind TriBeCa,Indian,16.98,Weekend,5,22,17.0
1331,1476609,48677,Shake Shack,American,8.34,Weekend,Not given,23,28.0
1332,1476785,78939,Blue Ribbon Sushi,Japanese,24.25,Weekday,Not given,29,25.0
1333,1477182,383826,Song Thai Restaurant & Bar,Thai,29.2,Weekend,5,21,28.0
1334,1477979,201438,S'MAC,American,14.55,Weekend,Not given,29,29.0
1335,1477304,88406,The Meatball Shop,Italian,24.2,Weekday,4,28,30.0
1336,1476823,60039,Blue Ribbon Sushi,Japanese,12.13,Weekday,Not given,32,29.0
1337,1478434,40500,J. G. Melon,American,19.45,Weekend,5,24,15.0
1338,1477411,143721,Hummus Place,Middle Eastern,9.75,Weekend,5,28,28.0
1339,1477720,215219,Empanada Mama (closed),Mexican,19.98,Weekday,4,23,32.0
1340,1476638,46696,Blue Ribbon Sushi Bar & Grill,Japanese,11.88,Weekend,5,25,17.0
1341,1478411,361846,RedFarm Broadway,Chinese,6.69,Weekend,Not given,27,24.0
1342,1477166,402215,RedFarm Hudson,Chinese,21.29,Weekend,4,32,25.0
1343,1477338,81110,Hill Country Fried Chicken,Southern,11.64,Weekend,4,35,21.0
1344,1477003,120833,Bareburger,American,32.93,Weekend,Not given,29,24.0
1345,1477565,65009,Blue Ribbon Fried Chicken,American,12.56,Weekday,5,27,27.0
1346,1477842,299221,RedFarm Broadway,Chinese,14.07,Weekday,Not given,35,33.0
1347,1478328,58898,Rubirosa,Italian,33.03,Weekend,5,22,28.0
1348,1477289,72322,Cafe Mogador,Middle Eastern,12.95,Weekend,3,21,20.0
1349,1478146,207281,Shake Shack,American,12.27,Weekend,5,24,28.0
1350,1476662,115213,Tamarind TriBeCa,Indian,12.18,Weekend,5,25,20.0
1351,1476991,81828,The Meatball Shop,Italian,12.08,Weekend,3,32,19.0
1352,1477433,283331,Dickson's Farmstand Meats,American,12.18,Weekend,5,21,20.0
1353,1478250,369272,Blue Ribbon Sushi,Japanese,12.22,Weekend,Not given,34,28.0
1354,1478239,400390,Shake Shack,American,12.95,Weekend,4,30,26.0
1355,1477370,89889,Sushi of Gari 46,Japanese,29.1,Weekday,5,32,30.0
1356,1477580,79849,Chipotle Mexican Grill $1.99 Delivery,Mexican,15.23,Weekend,Not given,31,21.0
1357,1478091,369272,Blue Ribbon Sushi Bar & Grill,Japanese,15.81,Weekday,Not given,21,29.0
